timestamp,X,Y,Z
2025-04-15T14:09:39.246280,-39,-43,104
2025-04-15T14:09:39.256343,-26,-52,101
2025-04-15T14:09:39.266372,-26,-42,113
2025-04-15T14:09:39.276556,-17,-34,115
2025-04-15T14:09:39.286271,-23,-7,118
2025-04-15T14:09:39.296088,-20,-9,102
2025-04-15T14:09:39.306411,-20,-9,102
2025-04-15T14:09:39.326415,-22,-13,106
2025-04-15T14:09:39.337600,-21,-7,120
2025-04-15T14:09:39.346400,-22,-5,125
2025-04-15T14:09:39.357148,-22,6,138
2025-04-15T14:09:39.431664,-10,-11,160
2025-04-15T14:09:39.433364,-11,-24,78
2025-04-15T14:09:39.434001,-15,-19,114
2025-04-15T14:09:39.434415,-11,-19,114
2025-04-15T14:09:39.436401,-11,-6,119
2025-04-15T14:09:39.436534,-11,10,130
2025-04-15T14:09:39.533787,-11,10,130
2025-04-15T14:09:39.534355,-11,26,113
2025-04-15T14:09:39.536307,-17,-2,124
2025-04-15T14:09:39.536359,-7,-6,112
2025-04-15T14:09:39.537474,-11,-5,113
2025-04-15T14:09:39.538560,-11,-2,105
2025-04-15T14:09:39.539594,-12,4,80
2025-04-15T14:09:39.542582,-12,4,80
2025-04-15T14:09:39.543498,-11,-14,96
2025-04-15T14:09:39.544528,-6,-13,102
2025-04-15T14:09:39.635619,-10,-19,105
2025-04-15T14:09:39.636347,-11,-46,78
2025-04-15T14:09:39.637369,-11,-6,97
2025-04-15T14:09:39.638444,-23,49,86
2025-04-15T14:09:39.639523,-32,53,117
2025-04-15T14:09:39.640621,-32,53,117
2025-04-15T14:09:39.641732,-22,16,171
2025-04-15T14:09:39.642769,-17,-9,206
2025-04-15T14:09:39.645532,-11,-18,251
2025-04-15T14:09:39.646592,-4,-10,290
2025-04-15T14:09:39.737483,-11,-5,330
2025-04-15T14:09:39.738401,-11,-5,330
2025-04-15T14:09:39.739441,-18,8,349
2025-04-15T14:09:39.740471,-24,19,329
2025-04-15T14:09:39.741513,-27,23,284
2025-04-15T14:09:39.742593,-32,19,235
2025-04-15T14:09:39.743688,185,-14,-787
2025-04-15T14:09:39.744976,-27,24,127
2025-04-15T14:09:39.747552,-27,24,127
2025-04-15T14:09:39.748593,-38,-18,169
2025-04-15T14:09:39.749692,-83,-19,287
2025-04-15T14:09:39.799769,-47,7,287
2025-04-15T14:09:39.800828,-24,-3,60
2025-04-15T14:09:39.801799,-30,32,-62
2025-04-15T14:09:39.802882,-11,92,-161
2025-04-15T14:09:39.804029,-11,92,-161
2025-04-15T14:09:39.805207,29,93,-255
2025-04-15T14:09:39.806323,39,34,-268
2025-04-15T14:09:39.816813,38,-3,-243
2025-04-15T14:09:39.828387,3,22,-162
2025-04-15T14:09:39.837118,-36,45,-54
2025-04-15T14:09:39.846440,-36,45,-54
2025-04-15T14:09:39.856328,-48,64,36
2025-04-15T14:09:39.866107,-37,75,62
2025-04-15T14:09:39.875970,-47,81,107
2025-04-15T14:09:39.886186,-56,41,192
2025-04-15T14:09:39.896159,-65,-22,291
2025-04-15T14:09:39.906380,-73,-40,361
2025-04-15T14:09:39.916145,-73,-40,361
2025-04-15T14:09:39.926651,-97,20,316
2025-04-15T14:09:39.936253,-94,28,233
2025-04-15T14:09:39.946311,-85,14,174
2025-04-15T14:09:39.957565,-86,4,198
2025-04-15T14:09:39.966111,-86,-30,288
2025-04-15T14:09:39.976094,-92,-67,379
2025-04-15T14:09:39.986302,-92,-67,379
2025-04-15T14:09:39.996185,-101,-76,433
2025-04-15T14:09:40.006226,-113,-43,409
2025-04-15T14:09:40.017691,-120,-15,348
2025-04-15T14:09:40.026688,-117,4,275
2025-04-15T14:09:40.036151,-117,4,275
2025-04-15T14:09:40.046168,-100,33,212
2025-04-15T14:09:40.056136,-89,26,204
2025-04-15T14:09:40.066133,-87,-1,199
2025-04-15T14:09:40.076129,-88,-21,190
2025-04-15T14:09:40.088340,-82,-14,160
2025-04-15T14:09:40.096265,-82,-14,160
2025-04-15T14:09:40.106286,-72,23,88
2025-04-15T14:09:40.116102,-62,34,38
2025-04-15T14:09:40.126557,-49,38,-10
2025-04-15T14:09:40.136185,-36,40,-61
2025-04-15T14:09:40.147604,-18,52,-117
2025-04-15T14:09:40.157387,-7,77,-165
2025-04-15T14:09:40.166118,-7,77,-165
2025-04-15T14:09:40.176146,0,107,-223
2025-04-15T14:09:40.187413,0,79,-248
2025-04-15T14:09:40.198621,18,40,-251
2025-04-15T14:09:40.206130,3,5,-221
2025-04-15T14:09:40.216140,-15,9,-163
2025-04-15T14:09:40.226744,-34,63,-81
2025-04-15T14:09:40.237870,-49,116,5
2025-04-15T14:09:40.246321,-49,116,5
2025-04-15T14:09:40.256131,-57,141,119
2025-04-15T14:09:40.266214,-57,104,221
2025-04-15T14:09:40.276421,-60,21,334
2025-04-15T14:09:40.286306,-68,-44,415
2025-04-15T14:09:40.296166,-71,-30,404
2025-04-15T14:09:40.351673,-71,-30,404
2025-04-15T14:09:40.352740,-58,30,285
2025-04-15T14:09:40.354781,-50,43,269
2025-04-15T14:09:40.354815,-54,41,315
2025-04-15T14:09:40.356095,-63,31,377
2025-04-15T14:09:40.357134,-62,25,408
2025-04-15T14:09:40.366146,-63,36,404
2025-04-15T14:09:40.376156,-63,36,404
2025-04-15T14:09:40.386295,-62,26,368
2025-04-15T14:09:40.396117,-67,8,340
2025-04-15T14:09:40.406272,-75,-11,310
2025-04-15T14:09:40.416119,-92,-20,282
2025-04-15T14:09:40.427933,-113,-19,233
2025-04-15T14:09:40.436174,-113,-19,233
2025-04-15T14:09:40.446325,-97,20,146
2025-04-15T14:09:40.456582,-83,63,88
2025-04-15T14:09:40.466061,-58,85,42
2025-04-15T14:09:40.476082,-30,77,12
2025-04-15T14:09:40.486163,-7,56,0
2025-04-15T14:09:40.497735,2,24,-1
2025-04-15T14:09:40.506252,-1,5,-1
2025-04-15T14:09:40.516454,-9,-9,-20
2025-04-15T14:09:40.526681,-9,-9,-20
2025-04-15T14:09:40.537737,-16,29,-85
2025-04-15T14:09:40.546307,-11,72,-151
2025-04-15T14:09:40.556717,-10,85,-204
2025-04-15T14:09:40.566597,-9,59,-242
2025-04-15T14:09:40.659157,-5,37,-243
2025-04-15T14:09:40.659853,-11,19,-217
2025-04-15T14:09:40.660804,-11,19,-217
2025-04-15T14:09:40.662078,-32,44,-124
2025-04-15T14:09:40.663250,-57,90,-23
2025-04-15T14:09:40.664242,-70,135,57
2025-04-15T14:09:40.665301,-61,152,144
2025-04-15T14:09:40.666369,-51,108,242
2025-04-15T14:09:40.669334,-51,108,242
2025-04-15T14:09:40.670561,-49,-70,413
2025-04-15T14:09:40.676084,-49,-113,472
2025-04-15T14:09:40.686472,-67,-62,424
2025-04-15T14:09:40.696163,-69,-5,301
2025-04-15T14:09:40.706258,-69,-5,301
2025-04-15T14:09:40.716148,-51,32,170
2025-04-15T14:09:40.726707,-46,53,189
2025-04-15T14:09:40.737388,-41,48,271
2025-04-15T14:09:40.746404,-38,23,364
2025-04-15T14:09:40.756165,-28,7,407
2025-04-15T14:09:40.765967,-26,9,405
2025-04-15T14:09:40.776159,-30,14,375
2025-04-15T14:09:40.786431,-30,14,375
2025-04-15T14:09:40.796212,-51,20,321
2025-04-15T14:09:40.806136,-63,22,283
2025-04-15T14:09:40.816141,-76,8,242
2025-04-15T14:09:40.826217,-79,-8,201
2025-04-15T14:09:40.836936,-64,-3,162
2025-04-15T14:09:40.847220,-59,17,139
2025-04-15T14:09:40.856411,-59,17,139
2025-04-15T14:09:40.866661,-52,36,104
2025-04-15T14:09:40.876290,-38,34,80
2025-04-15T14:09:40.966207,-25,29,53
2025-04-15T14:09:40.967210,-24,32,26
2025-04-15T14:09:40.968188,-18,43,-11
2025-04-15T14:09:40.969222,-12,46,-54
2025-04-15T14:09:40.970289,-12,46,-54
2025-04-15T14:09:40.972273,1,39,-118
2025-04-15T14:09:40.972726,10,23,-159
2025-04-15T14:09:40.973502,18,11,-180
2025-04-15T14:09:41.069481,15,-1,-187
2025-04-15T14:09:41.070227,2,2,-177
2025-04-15T14:09:41.071688,-8,16,-163
2025-04-15T14:09:41.072831,-16,38,-131
2025-04-15T14:09:41.073459,-16,38,-131
2025-04-15T14:09:41.074796,-35,84,-48
2025-04-15T14:09:41.075223,-42,111,11
2025-04-15T14:09:41.078113,-38,112,69
2025-04-15T14:09:41.079285,-35,96,133
2025-04-15T14:09:41.080592,-36,70,205
2025-04-15T14:09:41.081664,-36,70,205
